Website Name,Amount of Sub-Websites,"customer|userdialog|dialogue|conversation|feedback|call|interact|informationexchange|informationsharing|informationaccess|engage
","customer|user|forum|connect|network|networking
","lease|rent|license|selfserve|selfservice
","customer|usercooperate|cooperation|collaboration|partnership
","customer|usersuggest|suggestion|input|request|demand
","internalexpertise|resource
","customer|userriskmanage|management|control|assess|reduce|reduction|potential|exposure
","customer|userIP|intellectualproperty
","customer|userlearn|learning
","product|process|serviceevolution|evolve
","customer|userexperience
","customer|usertest|trial|beta
","integratedonlineservices
","simulation|simulate|model|modelling|virtualworld|referencedesign|referenceflow|demoapplication|toolkit|tutorial|sdk|softwaredevelopmentkit
","product|processmodularity|modular|module
","customer|userproduce|assemble|manufacture
","customer|useroptions|choice|choose
","design|processflexibility|flexible|adaptable
","customerpartnerships|interaction|relationship|participate|participation|activity|action
","costreduce|reduction|saving
","customer|usersurvey|review|voting|vote|rate|rating
","trust|honesty|integrity|transparency
","customer|userdisclose|inform|disseminate|reveal
",customer|userdashboard|statistics,new+(product|service|process|application|solution|feature|release|version|launch|introduction|introduce|new-product|new-service|new-process|new-solution|product-launch),(Gender)+((equality)|((promoting)+(balance)+(inclusion))|((equality)+(plans))|((equality)+(measures))|((promoting)+(equality))|(inequality)|(inclusive)|((equal)+(opportunities))|((ensure)+(women)+(participation))|((equal)+(opportunities)+(for)+(leadership))|((fostering)+(equality))|((equal)+(inclusion))|((equality)+(between)+(men)+(and)+(women))|((balanced)+(and)+(inclusive)+(working)+(environment))),(Gender)+(((formal)+(equality)+(policies))|((balance)+(is)+(adequately)+(promoted))|((legislation)+(and)+(strategic)+(plans)+(on)+(equality))|((legislations)+(and)+(recommendations)+(on)+(equality))|((anti)+(discrimination)+(strategy))|((mainstreaming)+(strategy))|((institutional)+(change)+(projects))|((equality)+(measures))|((equality)+(training))),(Gender)+(((related)+(strength)+(and)+(weakness))|((differences)+(between)+(men)+(and)+(women))|((does)+(not)+(take)+(into)+(account)+(differences))|((diversity)+(perspective))),(Gender)+(((representation)+(of)+(women)+(and)+(men))|((institutional)+(change))|(mainstream)|((Mainstreaming)+(Platform))),(Gender)+(((reshape)+(the)+(field))|(promoting)|(awareness-raising)|((promote)+(institutional)+(change))|((sensitive)+(institutional)+(transformation))),(Gender)+((innovation)|((participation)+(of)+(women))|((increasing)+(female)+(expertise)+(in)+(the)+(field))|((sensitive)+(research)+(innovation))|(diverse)),(Gender)+(((Participatory)+(Audit))|((Audit)+(Facilitators))|((impact)+(assessment))|((disaggregated)+(statistics))|((sensitive)+(indicators))|((gendering)+(the)+(content)+(and)+(methods)+(of)+(research))|((sex-disaggregated)+(data)+(production))|(evaluation)),(Gender)+((committees)|(advisor)|((advice)+(equality))|(expertise)|((sensitive)+(parliament))),(Gender)+(((public)+(allocations))|(budgeting)),(Gender)+((gap)|((wage)+(gap))),(Gender)+(((balance)+(report))|(composition)|((share)+(of)+(female))|((proportion)+(of)+(women))|((parity)+(indices))|((balance)+(monitoring))|((underrepresentation)+(of)+(women))|((monitoring)+(instruments))|((under-represented)+(sex))|(monitoring)|(indicators)|(ratios)),(Women)+(((empowerment)+(of)+(all)+(girls))|((needs)+(and)+(the)+(perspective))),(Gender)+(((related)+(disputes))|((based)+(discriminations))|((negative)+(stereotypes))|(disparities)|(stereotypes)|(issues)|(implications)|((stereotypical)+(roles))|((equality)+(related)+(issues))|(bias)|((unconscious)+(bias))|((science)+(stereotypes))|(blind)|((gender-based)+(offenses))|(segregated)|((based)+(mobbing)+(and)+(harassment))|((sexist)+(attitudes)+(and)+(behaviours))),(Gender)+(((inclusive)+(language))|(grammatical)|((inclusive)+(communication))|((biased)+(expressions))|((neutral)+(words))|((biased)+(language))|((traditional)+(form)+(of)+(nouns))|((neutral)+(alternative)+(for)+(nouns))|((non-discriminatory)+(language))|((feminine)+(and)+(masculine)+(pronouns))|((non-Sexist)+(Language))|((Sexist)+(language))),(Gender)+((sensitive)|(friendly)|(relevant)),(Gender)+AND+(((research)+AND+(and)+AND+(curricula))+OR+(studies))
http://www.checkpoint.com/,8,33,92,40,28,31,0,96,22,22,76,22,38,0,1,76,22,23,3,2,1,43,11,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://corporate.discovery.com/,24,99,226,116,50,88,0,80,48,48,73,48,48,0,2,50,48,57,16,35,0,153,10,363,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.directv.com/,36,290,329,103,183,184,0,193,183,183,3,183,202,0,3,3,183,231,3,0,0,234,0,199,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwwb.comcast.com/,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.dentsply.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.dell.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.costco.com/,77,667,525,1009,388,583,0,650,388,388,2057,388,388,0,395,1796,391,404,21,14,1,1228,1,835,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.cisco.com/,11,37,121,20,28,23,0,54,22,22,48,22,34,0,10,42,22,28,31,0,0,63,59,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.celgene.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.cerner.com/,108,332,1321,143,348,253,0,2687,199,199,287,199,213,0,95,123,199,213,170,288,4,668,38,926,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.broadcom.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.chrobinson.com/,3,3,14,9,3,4,0,7,3,3,3,3,3,0,0,3,3,3,0,0,0,13,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.bmc.com/,102,604,681,42,484,490,0,2035,459,459,523,459,609,0,67,439,459,472,17,37,7,1008,76,505,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.catamaranrx.com/,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.ca.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.baidu.com/,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.biogenidec.com/,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.avagotech.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.bedbathandbeyond.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://usa.autodesk.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.adp.com/,2,8,8,4,4,4,0,26,4,4,21,4,4,0,8,17,4,6,9,0,0,22,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.apple.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.analog.com/,41,138,278,383,43,276,0,386,34,34,593,34,95,0,189,331,34,43,287,87,4,351,2,512,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.akamai.com/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.amgen.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.appliedmaterials.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.amazon.com/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.intuitivesurgical.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.altera.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.alxn.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.lgi.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.kla-tencor.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.adobe.com/,93,42,29,25,26,20,0,35,19,19,16,19,291,0,19,15,20,21,149,0,0,187,1,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.libertyinteractive.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.linear.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.mondelezinternational.com/,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.maximintegrated.com/,6,66,124,162,48,164,0,140,48,48,115,48,61,0,65,112,106,48,135,0,0,195,2,81,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.microchip.com/,855,1535,63203,18559,316,1010,0,144392,300,300,82947,300,13311,0,8439,65515,325,382,82207,3560,38,19521,18302,12763,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.netapp.com/,17,118,131,18,95,103,0,206,92,92,177,92,143,0,25,172,92,93,32,1,0,174,21,96,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.micron.com/,1,1,3,0,2,2,0,1,1,1,9,1,3,0,0,9,1,1,2,0,0,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.mylan.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://monsterbevcorp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.lifetechnologies.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.newscorp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.nuance.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.paccar.com/,3,42,41,31,34,34,0,43,34,34,28,34,36,0,11,28,34,34,9,1,1,52,0,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.microsoft.com/,56,27,55,31,25,21,0,53,16,16,39,16,24,0,5,36,16,16,27,1,0,37,13,135,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.paychex.com/,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.nvidia.fr/,1,1,2,1,1,1,0,1,1,1,11,1,1,0,0,10,1,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.oreillyauto.com/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.mattel.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.rossstores.com/,14,81,49,53,14,52,0,30,14,14,94,14,16,0,0,86,14,19,6,13,0,39,11,172,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.qualcomm.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.oracle.com/,179,2893,4352,439,2430,2589,0,4597,2320,2321,1934,2320,2465,0,642,1269,2329,2575,455,135,11,3857,184,2759,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.sbasite.com/,29,54,183,140,20,57,0,76,20,20,63,20,20,0,6,19,20,28,18,38,0,110,9,289,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.sandisk.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.perrigo.com/,4,28,20,11,19,21,0,41,19,19,52,19,23,0,2,49,19,20,3,3,0,53,11,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.randgoldresources.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.regeneron.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.priceline.com/,2,1,16,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.seagate.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.starz.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.sigmaaldrich.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.starbucks.com/,26,100,187,82,68,127,0,114,67,67,98,67,70,0,0,68,67,86,11,25,0,146,7,354,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.staples.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.siriusxm.com/,45,418,292,211,131,196,0,201,130,130,176,130,404,0,56,144,134,210,30,32,0,322,5,683,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.searsholdings.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.verisk.com/,1,6,9,9,6,6,0,13,6,6,3,6,6,0,2,3,6,6,0,3,0,18,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wdc.com/en/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.vrtx.com/,1,0,0,2,1,1,0,2,0,0,3,0,1,0,0,2,0,0,1,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.stericycle.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.virginmedia.com/,62,1265,1135,311,391,410,0,492,390,390,218,390,407,0,41,147,390,408,80,14,7,601,2,512,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.symantec.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wynnresorts.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.viacom.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.ti.com/,17,37,42,245,20,20,0,75,20,20,3523,20,27,0,29,75,20,21,49,0,2,44,6,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wholefoodsmarket.com/,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.yahoo.com/,7,25,7,14,2,2,0,9,2,2,7,2,7,0,0,7,2,3,2,1,0,9,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
